,Unnamed: 0,Movie_Title,Release_Year,URL_Movie_Names,Rottentomatoes_URLs,Rating,Genre,Original Language,Director,Producer,Cast and Crew,Writer,Release Date (Theaters),Release Date (Streaming),Rerelease Date (Theaters),Box Office (Gross USA),Runtime,Distributor,Production Co,Sound Mix,Aspect Ratio,Synopsis,Tomatometer,Tomatometer State,Audience Score,Critics Concensus,View the collection,Release Date (DVD)
97,97,Birdman or (The Unexpected Virtue of Ignorance),2014,birdman,https://www.rottentomatoes.com/m/birdman_2014,R (Language Throughout|Brief Violence|Some Sexual Content),"Comedy, Drama",English,Alejandro González Iñárritu,"Alejandro González Iñárritu, John Lesher, Arnon Milchan, James W. Skotchdopole","Michael Keaton (Riggan), Zach Galifianakis (Jake), Ed Norton (Mike), Andrea Riseborough (Laura), Amy Ryan (Sylvia), Emma Stone (Sam), Naomi Watts (Lesley), Lindsay Duncan (Tabitha), Merritt Wever (Annie), Jeremy Shamos (Ralph), Bill Camp (Crazy Man), Damian Young (Gabriel), Michael Siberry (Larry), Clark Middleton (Sydney), Frank Ridley (Mr. Roth), Alejandro González Iñárritu (Director), Alejandro González Iñárritu (Screenwriter), Nicolás Giacobone (Screenwriter), Alexander Dinelaris (Screenwriter), Armando Bo (Screenwriter), Alejandro González Iñárritu (Producer), John Lesher (Producer), Arnon Milchan (Producer), James W. Skotchdopole (Producer), Christopher Woodrow (Executive Producer), Molly Conners (Executive Producer), Sarah E. Johnson (Executive Producer), Emmanuel Lubezki (Cinematographer), Kevin Thompson (Production Design), Douglas Crise (Film Editing), Stephen Mirrione (Film Editing), Francine Maisler (Casting), Albert Wolsky (Costume Design), Antonio Sanchez (Original Music), Stephen H. Carter (Art Director)","Alejandro González Iñárritu, Nicolás Giacobone, Alexander Dinelaris, Armando Bo","Jan 16, 2015 wide","Aug 1, 2016",,$42.3M,1h 59m,Fox Searchlight,"New Regency Pictures, Le Grisbi, M Prods",,,"
                    Former cinema superhero Riggan Thomson (Michael Keaton) is mounting an ambitious Broadway production that he hopes will breathe new life into his stagnant career. It's risky, but he hopes that his creative gamble will prove that he's a real artist and not just a washed-up movie star. As opening night approaches, a castmate is injured, forcing Riggan to hire an actor (Edward Norton) who is guaranteed to shake things up. Meanwhile, Riggan must deal with his girlfriend, daughter and ex-wife.
                ",91,certified-fresh,78,"A thrilling leap forward for director Alejandro González Iñárritu, Birdman is an ambitious technical showcase powered by a layered story and outstanding performances from Michael Keaton and Edward Norton.",,
98,98,Biutiful,2010,biutiful,https://www.rottentomatoes.com/m/biutiful,R (Drug Use|Disturbing Images|Language|Nudity|Some Sexual Content),"Drama, Romance",Spanish,Alejandro González Iñárritu,"Alejandro González Iñárritu, Fernando Bovaira, Jon Kilik","Javier Bardem (Uxbal), Maricel Álvarez (Marambra), Eduard Fernández (Tito), Diaryatou Daff (Igé), Taisheng Chen (Hai), Luo Jin (Liwei), Hanaa Bouchaib (Ana), Guillermo Estrella (Mateo), George Chibuikwem Chukwuma (Samuel), Ana Wagener (), Alejandro González Iñárritu (Director), Alejandro González Iñárritu (Screenwriter), Armando Bo (Screenwriter), Nicolás Giacobone (Screenwriter), Alejandro González Iñárritu (Producer), Fernando Bovaira (Producer), Jon Kilik (Producer), Rodrigo Prieto (Cinematographer), Stephen Mirrione (Film Editing)","Alejandro González Iñárritu, Armando Bo, Nicolás Giacobone","Jan 28, 2011 limited","May 31, 2012",,$5.1M,2h 27m,Roadside Attractions,"Menage Atroz, Ikiru Films, Mod Producciones",,,"
                    Uxbal (Javier Bardem), a career criminal, plies his trade in Barcelona's underground sweatshops and back alleys. Unlike his associates, he has some respect for the poor workers under his thumb and is a devoted father. Told that he is ill and has just a few months to live, Uxbal tries to get his affairs in order before the spirits, with whom he communes, come to claim him.
                ",66,fresh,75,"Javier Bardem's searing performance helps to elevate Biutiful, as does Alejandro González Iñárritu's craftsmanship, but the film often lapses into contrivance and grimness.",,
99,99,BlacKkKlansman,2018,blackkklansman,https://www.rottentomatoes.com/m/blackkklansman,R (Language Throughout|Disturbing/Violent Material|Racial Epithets|Some Sexual References),"Comedy, Drama, Crime",English,Spike Lee,"Sean McKittrick, Raymond Mansfield, Jason Blum, Jordan Peele, Spike Lee, Shaun Redick","John David Washington (Detective Stallworth), Adam Driver (Flip Zimmerman), Laura Harrier (Patrice Dumas), Topher Grace (David Duke), Jasper Pääkkönen (Felix Kendrickson), Corey Hawkins (Kwame Ture), Ryan Eggold (Walter Breachway), Michael Buscemi (Jimmy Creek), Paul Walter Hauser (Ivanhoe), Ashlie Atkinson (Connie Kendrickson), Alec Baldwin (Dr. Kennebrew Beauregard), Harry Belafonte (Jerome Turner), Spike Lee (Director), Charlie Wachtel (Screenwriter), David Rabinowitz (Screenwriter), Kevin Willmott (Screenwriter), Spike Lee (Screenwriter), Sean McKittrick (Producer), Raymond Mansfield (Producer), Jason Blum (Producer), Jordan Peele (Producer), Spike Lee (Producer), Shaun Redick (Producer), Marcei A. Brown (Executive Producer), Edward H. Hamm Jr. (Executive Producer), Chayse Irvin (Cinematographer), Barry Alexander Brown (Film Editing), Terence Blanchard (Original Music), Curt Beech (Production Design), Marci Rodgers (Costume Design), Kim Coleman (Casting)","Charlie Wachtel, David Rabinowitz, Kevin Willmott, Spike Lee","Aug 10, 2018 wide","Oct 23, 2018","Jan 25, 2019",$48.6M,2h 14m,Focus Features,"40 Acres & A Mule Filmworks, QC Entertainment, Monkeypaw Productions, Blumhouse Productions",Dolby Atmos,Scope (2.35:1),"
                    Ron Stallworth is the first African-American detective to serve in the Colorado Springs Police Department. Determined to make a name for himself, Stallworth bravely sets out on a dangerous mission: infiltrate and expose the Ku Klux Klan. The detective soon recruits a more seasoned colleague, Flip Zimmerman, into the undercover investigation of a lifetime. Together, they team up to take down the extremist hate group as the organization aims to sanitize its rhetoric to appeal to the mainstream.
                ",96,certified-fresh,83,BlacKkKlansman uses history to offer bitingly trenchant commentary on current events -- and brings out some of Spike Lee's hardest-hitting work in decades along the way.,,
100,100,Black Panther,2018,black_panther,https://www.rottentomatoes.com/m/black_panther_2018,PG-13 (Sequences of Action Violence|A Brief Rude Gesture),"Action, Adventure, Fantasy",English,Ryan Coogler,Kevin Feige,"Chadwick Boseman (T'Challa, 
                
                    Black Panther), Michael B. Jordan (Erik Killmonger), Lupita Nyong'o (Nakia), Danai Gurira (Okoye), Martin Freeman (Everett K. Ross), Daniel Kaluuya (W'Kabi), Letitia Wright (Shuri), Winston Duke (M'Baku), Angela Bassett (Ramonda), Forest Whitaker (Zuri), Andy Serkis (Ulysses Klaue), Florence Kasumba (Ayo), Sterling K. Brown (N'Jobu), John Kani (T'Chaka), Ryan Coogler (Director), Ryan Coogler (Screenwriter), Joe Robert Cole (Screenwriter), Kevin Feige (Producer), Louis D'Esposito (Executive Producer), Victoria Alonso (Executive Producer), Nate Moore (Executive Producer), Jeffrey Chernov (Executive Producer), Stan Lee (Executive Producer), Rachel Morrison (Cinematographer), Debbie Berman (Film Editing), Michael P. Shawver (Film Editing), Ludwig Göransson (Original Music), Hannah Beachler (Production Design), Ruth E. Carter (Costume Design), Sarah Halley Finn (Casting)","Ryan Coogler, Joe Robert Cole","Feb 16, 2018 wide","May 2, 2018","Feb 1, 2019",$700.2M,2h 14m,Walt Disney,Walt Disney Pictures,"DTS, Dolby Atmos",Scope (2.35:1),"
                    After the death of his father, T'Challa returns home to the African nation of Wakanda to take his rightful place as king. When a powerful enemy suddenly reappears, T'Challa's mettle as king -- and as Black Panther -- gets tested when he's drawn into a conflict that puts the fate of Wakanda and the entire world at risk. Faced with treachery and danger, the young king must rally his allies and release the full power of Black Panther to defeat his foes and secure the safety of his people.
                ",96,certified-fresh,79,Black Panther elevates superhero cinema to thrilling new heights while telling one of the MCU's most absorbing stories -- and introducing some of its most fully realized characters.,Marvel Cinematic Universe,
101,101,Black Panther: Wakanda Forever,2022,black_panther_wakanda_forever,https://www.rottentomatoes.com/m/black_panther_wakanda_forever,PG-13 (Sequences of Strong Violence|Action|Some Language),"Action, Adventure, Fantasy",English,Ryan Coogler,"Kevin Feige, Nate Moore","Letitia Wright (Shuri), Angela Bassett (Ramonda), Lupita Nyong'o (Nakia), Tenoch Huerta (Namor), Danai Gurira (Okoye), Winston Duke (M'Baku), Florence Kasumba (Ayo), Michaela Coel (Aneka), Julia Louis-Dreyfus (Valentina Allegra de Fontaine), Dominique Thorne (Riri), Martin Freeman (Everett Ross), Mabel Cadena (Namora), Alex Livinalli (Attuma), Ryan Coogler (Director), Ryan Coogler (Screenwriter), Joe Robert Cole (Screenwriter), Kevin Feige (Producer), Nate Moore (Producer), Victoria Alonso (Executive Producer), Louis D'Esposito (Executive Producer), Barry H. Waldman (Executive Producer), Autumn Durald (Cinematographer), Kelley Dixon (Film Editing), Jennifer Lame (Film Editing), Michael P. Shawver (Film Editing), Ludwig Göransson (Original Music), Hannah Beachler (Production Design), Marlie Arnold (Art Director), Cameron Beasley (Art Director), Lisa K. Sessions (Set Decoration), Ruth E. Carter (Costume Design), Sarah Halley Finn (Casting)","Ryan Coogler, Joe Robert Cole","Nov 11, 2022 wide","Feb 1, 2023",,$453.8M,2h 41m,Walt Disney Pictures,"Marvel Studios, Walt Disney Pictures","Dolby Atmos, Dolby Digital, DTS",Scope (2.35:1),"
                    In Marvel Studios' ""Black Panther: Wakanda Forever,"" Queen Ramonda (Angela Bassett), Shuri (Letitia Wright), M'Baku (Winston Duke), Okoye (Danai Gurira) and the Dora Milaje (including Florence Kasumba) fight to protect their nation from intervening world powers in the wake of King T'Challa's death. As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia (Lupita Nyong'o) and Everett Ross (Martin Freeman) and forge a new path for the kingdom of Wakanda.
                ",83,certified-fresh,94,"A poignant tribute that satisfyingly moves the franchise forward, Black Panther: Wakanda Forever marks an ambitious and emotionally rewarding triumph for the MCU.",Marvel Cinematic Universe,
102,102,Black Sheep,2018,black_sheep,https://www.rottentomatoes.com/m/black_sheep_2018,,Documentary,English (United Kingdom),Ed Perkins,"Jonathan Chinn, Simon Chinn","Kai Francis Lewis (), Nikisha Lewis (), Larry Olubamiwo (), Cornelius Walker (), Ed Perkins (Director), Charlie Phillips (Executive Producer), Lindsay Poulton (Executive Producer), Jonathan Chinn (Producer), Simon Chinn (Producer), Michael Paleodimos (Cinematographer), Ed Perkins (Film Editing)",,,"Oct 25, 2019",,,26m,,,,,"
                    When his family moves to an estate rife with racism, a black boy must take drastic steps to survive.
                ",100,fresh,75,NaN,,
103,103,Black Swan,2010,black_swan,https://www.rottentomatoes.com/m/black_swan_2010,R (Language|Disturbing Violent Images|Some Drug Use|Strong Sexual Content),"Drama, Mystery & thriller",English,Darren Aronofsky,"Mike Medavoy, Arnold Messer, Brian Oliver, Scott Franklin","Natalie Portman (Nina Sayers, 
                
                    The Swan Queen), Mila Kunis (Lily, 
                
                    The Black Swan), Vincent Cassel (Thomas Leroy, 
                
                    The Gentleman), Barbara Hershey (Erica Sayers, 
                
                    The Queen), Winona Ryder (Beth MacIntyre, 
                
                    The Dying Swan), Benjamin Millepied (David, 
                
                    The Prince), Ksenia Solo (Veronic , 
                
                    Little Swan), Kristina Anapau (Galina, 
                
                    Little Swan), Darren Aronofsky (Director), Mark Heyman (Screenwriter), Andres Heinz (Screenwriter), Mike Medavoy (Producer), Arnold Messer (Producer), Brian Oliver (Producer), Scott Franklin (Producer), Bradley J. Fischer (Executive Producer), Ari Handel (Executive Producer), Tyler Thompson (Executive Producer), Peter Fruchtman (Executive Producer), Rick Schwartz (Executive Producer), David Thwaites (Executive Producer), Jennifer Roth (Executive Producer), Matthew Libatique (Cinematographer), Andrew Weisblum (Film Editing), Clint Mansell (Original Music), Thérèse DePrez (Production Design), David Stein (Art Director), Tora Peterson (Set Decoration)","Mark Heyman, Andres Heinz","Dec 17, 2010 wide","Nov 25, 2015",,$107.0M,1h 48m,Fox Searchlight,"Dune, Protozoa Pictures, Cross Creek Pictures, Phoenix Pictures","SDDS, Dolby Digital, DTS",,"
                    Nina (Natalie Portman) is a ballerina whose passion for the dance rules every facet of her life. When the company's artistic director decides to replace his prima ballerina for their opening production of ""Swan Lake,"" Nina is his first choice. She has competition in newcomer Lily (Mila Kunis) however. While Nina is perfect for the role of the White Swan, Lily personifies the Black Swan. As rivalry between the two dancers transforms into a twisted friendship, Nina's dark side begins to emerge.
                ",85,certified-fresh,84,"Bracingly intense, passionate, and wildly melodramatic, Black Swan glides on Darren Aronofsky's bold direction -- and a bravura performance from Natalie Portman.",,
104,104,Blade Runner 2049,2017,blade_runner_2049,https://www.rottentomatoes.com/m/blade_runner_2049,R (Nudity|Language|Some Sexuality|Violence),"Sci-fi, Mystery & thriller",English,Denis Villeneuve,"Andrew A. Kosove, Broderick Johnson, Bud Yorkin, Cynthia Sikes Yorkin","Ryan Gosling (""K""), Harrison Ford (Rick Deckard), Ana de Armas (Joi), Sylvia Hoeks (Luv), Robin Wright (Lieutenant Joshi), Jared Leto (Niander Wallace), Mackenzie Davis (Mariette), Carla Juri (Dr. Ana Stelline), Lennie James (Mister Cotton), Dave Bautista (Sapper Morton), Hiam Abbass (Freysa), Barkhad Abdi (Doc Badger), David Dastmalchian (Coco), Wood Harris (Nandez), Edward James Olmos (Gaff), Denis Villeneuve (Director), Hampton Fancher (Screenwriter), Michael Green (Screenwriter), Andrew A. Kosove (Producer), Broderick Johnson (Producer), Bud Yorkin (Producer), Cynthia Sikes Yorkin (Producer), Ridley Scott (Executive Producer), Bill Carraro (Executive Producer), Tim Gamble (Executive Producer), Frank Giustra (Executive Producer), Yale Badik (Executive Producer), Val Hill (Executive Producer), Roger Deakins (Cinematographer), Joe Walker (Film Editing), Benjamin Wallfisch (Original Music), Hans Zimmer (Original Music), Dennis Gassner (Production Design), Paul Inglis (Supervising Art Direction), David Doran (Art Director)","Hampton Fancher, Michael Green","Oct 6, 2017 wide","Dec 26, 2017",,$91.5M,2h 44m,Warner Bros. Pictures,"Torridon Films, Scott Free Productions, Bud Yorkin Productions, Alcon Entertainment, 16:14 Entertainment",Dolby Atmos,Scope (2.35:1),"
                    Officer K (Ryan Gosling), a new blade runner for the Los Angeles Police Department, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. His discovery leads him on a quest to find Rick Deckard (Harrison Ford), a former blade runner who's been missing for 30 years.
                ",88,certified-fresh,88,"Visually stunning and narratively satisfying, Blade Runner 2049 deepens and expands its predecessor's story while standing as an impressive filmmaking achievement in its own right.",Blade Runner,
105,105,Blind Vaysha,2016,blind_vaysha,https://www.rottentomatoes.com/m/blind_vaysha,,"Drama, Animation",English,Theodore Ushev,,"Caroline Dhavernas (Voice), Theodore Ushev (Director), Georgi Gospodinov (Writer)",Georgi Gospodinov,,"Feb 24, 2017",,,10m,,National Film Board of Canada,,,"
                    Little Vaysha has a left eye that sees the past and a right eye that sees the future, preventing her from living in the present.
                ",,,69,NaN,,
106,106,Blonde,2022,blonde,https://www.rottentomatoes.com/m/blonde,NC-17 (Some Sexual Content),"Biography, Drama",English,Andrew Dominik,"Dede Gardner, Jeremy Kleiner, Tracey Landon, Brad Pitt, Scott Robertson","Ana de Armas (Marilyn Monroe), Adrien Brody (Arthur Miller), Bobby Cannavale (Joe DiMaggio), Evan Williams (Eddy G. Robinson Jr.), Xavier Samuel (Cass Chaplin), Caspar Phillipson (), Toby Huss (Whitey), Julianne Nicholson (Gladys Pearl Baker), Lily Fisher (), Sara Paxton (Miss Flynn), David Warshofsky (), Spencer Garrett (), Rebecca Wisocky (Yvet), Dan Butler (), Garret Dillahunt (), Scoot McNairy (), Lucy DeVito (), Andrew Dominik (Director), Andrew Dominik (Screenwriter), Dede Gardner (Producer), Jeremy Kleiner (Producer), Tracey Landon (Producer), Brad Pitt (Producer), Scott Robertson (Producer), Chayse Irvin (Cinematographer), Jennifer Lame (Film Editing), Adam Robinson (Film Editing), Florencia Martin (Production Design), Peter Andrus (Art Director), Erin Fite (Set Decoration), Victoria Thomas (Costume Design), Where to Watch the Oscar-Nominated Films of 2023: Streaming, on Video-on-Demand, and in Theaters (Casting)",Andrew Dominik,"Sep 16, 2022 limited","Sep 28, 2022",,,2h 46m,Netflix,Plan B Entertainment,,,"
                    Based on the bestselling novel by Joyce Carol Oates, Blonde boldly reimagines the life of one of Hollywood's most enduring icons, Marilyn Monroe. From her volatile childhood as Norma Jeane, through her rise to stardom and romantic entanglements, Blonde blurs the lines of fact and fiction to explore the widening split between her public and private selves.
                ",42,rotten,36,"Ana de Armas' luminous performance makes it difficult to look away, but Blonde can be hard to watch as it teeters between commenting on exploitation and contributing to it.",,
107,107,Blue Jasmine,2013,blue_jasmine,https://www.rottentomatoes.com/m/blue_jasmine,PG-13 (Mature Thematic Material|Language|Sexual Content),Drama,English,Woody Allen,"Letty Aronson, Stephen Tenenbaum, Edward Walson","Alec Baldwin (Hal), Cate Blanchett (Jasmine), Louis C.K. (Al), Bobby Cannavale (Chili), Andrew Dice Clay (Augie), Sally Hawkins (Ginger), Peter Sarsgaard (Dwight), Michael Stuhlbarg (Dr. Flicker), Tammy Blanchard (Jane), Max Casella (Eddie), Alden Ehrenreich (Danny), Woody Allen (Director), Woody Allen (Screenwriter), Letty Aronson (Producer), Stephen Tenenbaum (Producer), Edward Walson (Producer), Leroy Schecter (Executive Producer), Adam B. Stern (Executive Producer), Javier Aguirresarobe (Cinematographer), Alisa Lepselter (Film Editing), Suzy Benzinger (Costume Design), Juliet Taylor (Casting), Patricia Kerrigan DiCerto (Casting), Santo Loquasto (Production Design), Michael E. Goldman (Art Director), Douglas Huszti (Art Director), Kris Boxell (Set Decoration), Regina Graves (Set Decoration)",Woody Allen,"Jul 26, 2013 limited","Jan 7, 2014",,$33.4M,1h 38m,Sony Pictures Classics,Perdido Productions,,,"
                    After her marriage to a wealthy businessman (Alec Baldwin) collapses, New York socialite Jasmine (Cate Blanchett) flees to San Francisco and the modest apartment of her sister, Ginger (Sally Hawkins). Although she's in a fragile emotional state and lacks job skills, Jasmine still manages to voice her disapproval of Ginger's boyfriend, Chili (Bobby Cannavale). Jasmine begrudgingly takes a job in a dentist's office, while Ginger begins dating a man (Louis C.K.) who's a step up from Chili.
                ",90,certified-fresh,77,Woody Allen's Blue Jasmine finds the director in peak late-period form -- and benefiting from a superb cast led by Cate Blanchett.,,
108,108,Blue Valentine,2010,blue_valentine,https://www.rottentomatoes.com/m/blue_valentine,R (Language|A Beating|Strong Graphic Sexual Content),"Drama, Romance",English,Derek Cianfrance,"Lynette Howell Taylor, Alex Orlovsky, Jamie Patricof","Ryan Gosling (Dean), Michelle Williams (Cindy), Faith Wladyka (Frankie), John Doman (Jerry Heller), Mike Vogel (Bobby), Ben Shenkman (Dr. Feinberg), Maryann Plunkett (Glenda), Samii Ryan (Amanda), Eileen Rosen (Mimi), Tamara Torres (Maria Guevara), Derek Cianfrance (Director), Derek Cianfrance (Screenwriter), Joey Curtis (Screenwriter), Cami Delavigne (Screenwriter), Lynette Howell Taylor (Producer), Alex Orlovsky (Producer), Jamie Patricof (Producer), Doug Dey (Executive Producer), Jack Lechner (Executive Producer), Scott Osman (Executive Producer), Ryan Gosling (Executive Producer), Michelle Williams (Executive Producer), Andrij Parekh (Cinematographer), Jim Helton (Film Editing), Ron Patane (Film Editing), Grizzly Bear (Original Music), Inbal Weinberg (Production Design), Jasmine E. Ballou (Set Decoration), Erin Benach (Costume Design), Cindy Tolan (Casting)","Derek Cianfrance, Joey Curtis, Cami Delavigne","Dec 29, 2010 limited","Apr 1, 2017",,$9.7M,2h 0m,Weinstein Co.,"Silverwood Films, Hunting Lane",,,"
                    Dean (Ryan Gosling) and Cindy (Michelle Williams) live a quiet life in a modest neighborhood. To the casual observer, everything appears normal, if a bit subdued. But a closer examination reveals a couple caught in a downward spiral. They appear to have the world at their feet at the outset of the relationship. However, his lack of ambition and her retreat into self-absorption cause potentially irreversible cracks in their marriage.
                ",86,certified-fresh,77,"This emotionally gripping examination of a marriage on the rocks isn't always easy to watch, but Michelle Williams and Ryan Gosling give performances of unusual depth and power.",,
109,109,Bobi Wine: The People's President,2022,bobi_wine_the_peoples_president,https://www.rottentomatoes.com/m/bobi_wine_the_peoples_president,PG-13 (Thematic Elements|Strong Violent Content|Bloody Images),"Documentary, Biography",English,"Christopher Sharp, Moses Bwayo","Christopher Sharp, John Battsek","Barbie Kyagulanyi (Self), Robert Kyagulanyi Ssentamu (Self), Christopher Sharp (Self), Moses Bwayo (Director), Christopher Sharp (Director), John Battsek (Producer), Sam Benstead (Producer), Moses Bwayo (Cinematographer), Michele Sibiloni (Cinematographer), Paul Carlin (Cinematographer), Dan Jones (Film Editing), Awards Leaderboard: Top Movies of 2023 (Original Music)",,"Jul 28, 2023 limited","Oct 6, 2023",,$29.0K,1h 54m,National Geographic Documentary Films,"Bleat Post Production, Ventureland, Southern Films",,,"
                    This gripping documentary charts the inspiring activism of Bobi Wine, the pop star-turned-politician seeking to end Uganda's brutal dictatorship. Rising from the ghetto slums of Kampala to be one of the country's most beloved superstars, Bobi begins to use his music to call out corruption, then becomes an Independent Member of Parliament to defend the rights of his people. The country's institutions are controlled by President Museveni, an autocratic tyrant who has held power since 1986. Bobi and his wife Barbie choose to risk their careers, their family, and their lives to challenge him and bring democracy to their country. But the state is determined to silence not only them, but anyone who supports their cause.
                ",100,certified-fresh,83,"Sobering and enlightening, this politically charged documentary takes a captivating look at the life of Bobi Wine: The People's President and his fight for democracy.",,
110,110,Body Team 12,2015,body_team_12,https://www.rottentomatoes.com/m/body_team_12,TV-PG,Documentary,English,David Darg,"David Darg, Bryn Mooser","David Darg (Director), David Darg (Writer), Paul Allen (Executive Producer), Olivia Wilde (Executive Producer), David Darg (Producer), Bryn Mooser (Producer)",David Darg,,"Nov 30, 2016",,,13m,,RYOT Films,,,"
                    During an Ebola outbreak in Monrovia, Liberia, Garmai Sumo works on a team that removes bodies to prevent the spread of the virus.
                ",,,88,NaN,,
111,111,Bohemian Rhapsody,2018,bohemian_rhapsody,https://www.rottentomatoes.com/m/bohemian_rhapsody,PG-13 (Language|Drug Content|Suggestive Material|Thematic Elements),"Biography, History, Drama, Music, Lgbtq+",English,Bryan Singer,"Graham King, Jim Beach, Peter Oberth","Rami Malek (Freddie Mercury), Lucy Boynton (Mary Austin), Gwilym Lee (Brian May), Ben Hardy (Roger Taylor), Joseph Mazzello (John Deacon), Aidan Gillen (John Reid), Tom Hollander (Jim Beach), Allen Leech (Paul Prenter), Mike Myers (Ray Foster), Aaron McCusker (Jim Hutton), Dermot Murphy (Bob Geldof), Bryan Singer (Director), Anthony McCarten (Screenwriter), Arnon Milchan (Executive Producer), Denis O'Sullivan (Executive Producer), Justin Haythe (Executive Producer), Dexter Fletcher (Executive Producer), Jane Rosenthal (Executive Producer), Graham King (Producer), Jim Beach (Producer), Peter Oberth (Producer), Newton Thomas Sigel (Cinematographer), John Ottman (Film Editing), John Ottman (Original Music), Aaron Haye (Production Design), Julian Day (Costume Design), Susie Figgis (Casting)",Anthony McCarten,"Nov 2, 2018 wide","Jan 22, 2019",,$216.3M,2h 15m,20th Century Fox,"Queen Films, 20th Century Fox, GK Films, New Regency",Dolby Atmos,Scope (2.35:1),"
                    Freddie Mercury -- the lead singer of Queen -- defies stereotypes and convention to become one of history's most beloved entertainers. The band's revolutionary sound and popular songs lead to Queen's meteoric rise in the 1970s. After leaving the group to pursue a solo career, Mercury reunites with Queen for the benefit concert Live Aid -- resulting in one of the greatest performances in rock 'n' roll history.
                ",60,fresh,85,"Bohemian Rhapsody hits a handful of high notes, but as an in-depth look at a beloved band, it offers more of a medley than a true greatest hits collection.",,
112,112,Bolt,2008,bolt,https://www.rottentomatoes.com/m/bolt,PG (Peril|Mild Action),"Kids & family, Comedy, Adventure, Animation",English,"Chris Williams, Byron Howard",Clark Spencer,"John Travolta (Bolt
                
            
            
                
                    
                        Voice), Miley Cyrus (Penny
                
            
            
                
                    
                        Voice), Susie Essman (Mittens
                
            
            
                
                    
                        Voice), Mark Walton (Rhino
                
            
            
                
                    
                        Voice), Malcolm McDowell (Dr. Calico
                
            
            
                
                    
                        Voice), James Lipton (The Director
                
            
            
                
                    
                        Voice), Greg Germann (The Agent
                
            
            
                
                    
                        Voice), Diedrich Bader (Veteran Cat
                
            
            
                
                    
                        Voice), Chris Williams (Director), Byron Howard (Director), Clark Spencer (Producer), John Lasseter (Executive Producer), Dan Fogelman (Screenwriter), Tim Mertens (Film Editing), John Powell (Original Music), Paul Felix (Art Director), Curtis A. Koller (Casting)",Dan Fogelman,"Nov 21, 2008 wide","Jan 1, 2014",,$114.1M,1h 36m,Walt Disney,"Walt Disney Pictures, Walt Disney Animation",SDDS,Flat (1.85:1),"
                    The days of canine superstar Bolt (John Travolta) are filled with danger and intrigue ... until the cameras stop rolling. But Bolt doesn't know that he's on a TV show; he thinks his amazing powers are real. When Bolt is accidentally shipped from his Hollywood soundstage to the mean streets of New York, he begins his most-amazing adventure: Armed only with his delusions and accompanied by a cat and a hamster, he sets out to to find his owner, Penny (Miley Cyrus).
                ",90,certified-fresh,74,Bolt is a pleasant animated comedy that overcomes the story's familiarity with strong visuals and likable characters.,,
113,113,Bombshell,2019,bombshell,https://www.rottentomatoes.com/m/bombshell_2019,R (Sexual Material|Language Throughout),Drama,English,Jay Roach,"Aaron L. Gilbert, Jay Roach, Robert Graf, Michelle Graham, Charles Randolph, Margaret Riley, Charlize Theron, Beth Kono, A.J. Dix","Charlize Theron (Megyn Kelly), Nicole Kidman (Gretchen Carlson), Margot Robbie (Kayla Pospisil), John Lithgow (Roger Ailes), Allison Janney (Susan Estrich), Malcolm McDowell (Rupert Murdoch), Kate McKinnon (Jess Carr), Connie Britton (Beth Ailes), Liv Hewson (Lily Balin), Brigette Lundy-Paine (Julia Clarke), Rob Delaney (Gil Norman), Mark Duplass (Doug Brunt), Stephen Root (Neil Mullen), Robin Weigert (Nancy Smith), Amy Landecker (Dianne Brandi), Mark Moses (Bill Shine), Nazanin Boniadi (Rudi Bakhtiar), Ben Lawson (Lachlan Murdoch), Josh Lawson (James Murdoch), Alanna Ubach (Judge Jeanine Pirro), Jay Roach (Director), Charles Randolph (Screenwriter), Aaron L. Gilbert (Producer), Jay Roach (Producer), Robert Graf (Producer), Michelle Graham (Producer), Charles Randolph (Producer), Margaret Riley (Producer), Charlize Theron (Producer), Beth Kono (Producer), A.J. Dix (Producer), Megan Ellison (Executive Producer), Steven Thibault (Executive Producer), Ashley Levinson (Executive Producer), Anjay Nagpal (Executive Producer), Jason Cloth (Executive Producer), Richard McConnell (Executive Producer), Barry Ackroyd (Cinematographer), Jon Poll (Film Editing), Theodore Shapiro (Original Music)",Charles Randolph,"Dec 20, 2019 wide","Dec 13, 2019",,$31.7M,1h 48m,Lionsgate Films,"Denver and Delilah Productions, Annapurna Pictures, Metropolitan FilmExport, Lionsgate",Dolby Digital,Scope (2.35:1),"
                    The provocative real story of three whip-smart, ambitious, strong women who anchored one of America's most powerful news networks -- becoming headlines themselves when they risked everything to stand up to the man who made them famous.
                ",68,fresh,84,"Bombshell benefits from a terrific cast and a worthy subject, but its impact is muffled by a frustrating inability to go deeper than the sensationalistic surface.",,
